id,won,time,strategies
94,False,0.05376243591308594,ssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssscccccccssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssccccccccccssssssscccccccccccsssssssssccsssssssssssssssr
95,False,0.04215240478515625,ssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssccccsssccccssssssssssssssssssssssssscccccccr
96,False,0.06058526039123535,ssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssccccccccccccccccssssssssssssssssssssssssssssssssssssssssssssssssssssccccccccccccccsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssscccssssssssssssssssssssscsssrsssrrr
97,True,0.1114201545715332,ssssssssssssssssssssscccccsrrrccrrrrsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssccccsssssssssssssssssssssssssssssssssssssssssssssscccccccsssssssssssssssssssssssssssssssssssssssssssrcssssrsss
98,False,0.03507423400878906,sssssssssssssssssssssssssssssccccccssssssssssssssssssssssssssssssssssscccccccssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssscccccccssssr
99,False,0.04270482063293457,cccccccssssssssssssssssssssssssssssssccccccccccsssssssssssssssssssssssssccccccccssssssssssssssssssssssssssssssssssssssssssssssssssscccccccccccccsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssscsssr
100,False,0.147369384765625,sssssssssssssssccrrrccrrr
101,False,0.03946542739868164,ssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssccccccccccccssssssssscccccssssssssssssscccsssrrr
102,True,0.2349708080291748,sssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssscccccccccsscccssssssssssrrrrrrccccccccccsssssssssssssssssscccccccccsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssccccssssssssssssssssssssssssssssssss
103,True,0.04798388481140137,cccssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssccccccccccsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssccsssssssssscccsssssssssssssssrsss
104,True,0.03836512565612793,ccccccccssssssccccccsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssccccccccccsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssccccccccccccsssssssssssssssss
105,True,0.03246140480041504,ssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssccccccccssssssssssssssssssssssssssssssssssccccsssssssssssssssssssssssssssssssssssssssssssssssssssssssssccsssssssssssss
106,False,0.040552616119384766,ssssssssscccccccccccsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssscccsssssssssssssssssssssssssssssssssssssssssssssssssccccccccsssssssssssssssssssscssr
107,False,0.04103350639343262,ccccccccsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssccccccsssssssssssssssssssssssssssssssrrr
108,False,0.024912118911743164,ssssssccssssssssssssssssssscccrssccccsssssrrssssssssssssssssssscccr
109,True,0.11690545082092285,sssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssscccccccccccccccccccccsscccssssssssscccccrssssssssccccccsssssssssssssssssssssssssssssssssssssscccccccssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssccccccccccccssssssssssssssscrcccssssssssssssssssssccsssssssssssssssssssssssssssssssssssssssssccssssssssscccsss
